Test Case ID,Modul,Komponen / Kondisi Uji,Langkah-Langkah,Hasil yang Diharapkan,Jenis,Level,Stack,File Sumber,Job CI,Status
TC-AS-068,Autentikasi & Sesi,Me routes > PATCH /me,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Accepts valid phone update""",Accepts valid phone update,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-069,Autentikasi & Sesi,Me routes > PATCH /me,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Does not reset phoneVerified when phone is not in payload""",Does not reset phoneVerified when phone is not in payload,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-070,Autentikasi & Sesi,Me routes > PATCH /me,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects invalid locale""",Rejects invalid locale,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-071,Autentikasi & Sesi,Me routes > PATCH /me,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects name shorter than 2 chars""",Rejects name shorter than 2 chars,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-072,Autentikasi & Sesi,Me routes > PATCH /me,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Resets phoneVerified when phone changes""",Resets phoneVerified when phone changes,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-073,Autentikasi & Sesi,Me routes > PATCH /me,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Validates phone format on update""",Validates phone format on update,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-074,Autentikasi & Sesi,Me routes > POST /me/change-password,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Accepts valid password change input""",Accepts valid password change input,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-075,Autentikasi & Sesi,Me routes > POST /me/change-password,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects current password shorter than 8 chars""",Rejects current password shorter than 8 chars,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-076,Autentikasi & Sesi,Me routes > POST /me/change-password,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects if current password is wrong (simulated flow)""",Rejects if current password is wrong (simulated flow),ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-077,Autentikasi & Sesi,Me routes > POST /me/change-password,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects new password longer than 128 chars""",Rejects new password longer than 128 chars,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-078,Autentikasi & Sesi,Me routes > POST /me/change-password,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects password shorter than 8 chars""",Rejects password shorter than 8 chars,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-079,Autentikasi & Sesi,RegisterUserSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Accepts talent role""",Accepts talent role,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-080,Autentikasi & Sesi,RegisterUserSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Accepts valid registration input""",Accepts valid registration input,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-081,Autentikasi & Sesi,RegisterUserSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects invalid email""",Rejects invalid email,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-082,Autentikasi & Sesi,RegisterUserSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects invalid role""",Rejects invalid role,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-083,Autentikasi & Sesi,RegisterUserSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects name shorter than 2 chars""",Rejects name shorter than 2 chars,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-084,Autentikasi & Sesi,RegisterUserSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects non-Indonesian phone""",Rejects non-Indonesian phone,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-085,Autentikasi & Sesi,RegisterUserSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects password shorter than 8 chars""",Rejects password shorter than 8 chars,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-086,Autentikasi & Sesi,SendOtp,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Fails in production without Zenziva keys""",Fails in production without Zenziva keys,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-087,Autentikasi & Sesi,SendOtp,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Logs to console in development without Zenziva keys""",Logs to console in development without Zenziva keys,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-088,Autentikasi & Sesi,SendOtp,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Sends OTP via Zenziva WhatsApp""",Sends OTP via Zenziva WhatsApp,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-089,Autentikasi & Sesi,Session middleware logic,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""RequireRole accepts matching role""",RequireRole accepts matching role,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-090,Autentikasi & Sesi,Session middleware logic,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""RequireRole rejects non-matching role""",RequireRole rejects non-matching role,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-091,Autentikasi & Sesi,Session middleware logic,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""RequireRole rejects null user""",RequireRole rejects null user,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-092,Autentikasi & Sesi,VerifyPhoneSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Accepts valid 6-digit OTP""",Accepts valid 6-digit OTP,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-093,Autentikasi & Sesi,VerifyPhoneSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects OTP with less than 6 digits""",Rejects OTP with less than 6 digits,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-094,Autentikasi & Sesi,VerifyPhoneSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects OTP with more than 6 digits""",Rejects OTP with more than 6 digits,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-095,Autentikasi & Sesi,VerifyPhoneSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects OTP with non-numeric characters""",Rejects OTP with non-numeric characters,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-096,Autentikasi & Sesi,VerifyPhoneSchema,"1. bun run test  2. File: apps/auth-service/src/routes/auth.test.ts  3. Kasus: ""Rejects OTP with spaces""",Rejects OTP with spaces,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/auth.test.ts,test-unit,Pass
TC-AS-097,Autentikasi & Sesi,Health route > GET /health,"1. bun run test  2. File: apps/auth-service/src/routes/health.test.ts  3. Kasus: ""Includes uptime in seconds""",Includes uptime in seconds,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/health.test.ts,test-unit,Pass
TC-AS-098,Autentikasi & Sesi,Health route > GET /health,"1. bun run test  2. File: apps/auth-service/src/routes/health.test.ts  3. Kasus: ""Returns ok status with service name""",Returns ok status with service name,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/health.test.ts,test-unit,Pass
TC-AS-099,Autentikasi & Sesi,Health route > GET /health/ready,"1. bun run test  2. File: apps/auth-service/src/routes/health.test.ts  3. Kasus: ""Returns 503 when database connection fails""",Returns 503 when database connection fails,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/health.test.ts,test-unit,Pass
TC-AS-100,Autentikasi & Sesi,Health route > GET /health/ready,"1. bun run test  2. File: apps/auth-service/src/routes/health.test.ts  3. Kasus: ""Returns ready when database is connected""",Returns ready when database is connected,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/health.test.ts,test-unit,Pass
TC-AS-101,Autentikasi & Sesi,POST /verify,"1. bun run test  2. File: apps/auth-service/src/routes/phone-verification.test.ts  3. Kasus: ""Charges an attempt when the code is wrong""",Charges an attempt when the code is wrong,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/phone-verification.test.ts,test-unit,Pass
TC-AS-102,Autentikasi & Sesi,POST /verify,"1. bun run test  2. File: apps/auth-service/src/routes/phone-verification.test.ts  3. Kasus: ""Does not mark the phone verified on a wrong code""",Does not mark the phone verified on a wrong code,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/phone-verification.test.ts,test-unit,Pass
TC-AS-103,Autentikasi & Sesi,POST /verify,"1. bun run test  2. File: apps/auth-service/src/routes/phone-verification.test.ts  3. Kasus: ""Gives the same response for a wrong code and no pending OTP""",Gives the same response for a wrong code and no pending OTP,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/phone-verification.test.ts,test-unit,Pass
TC-AS-104,Autentikasi & Sesi,POST /verify,"1. bun run test  2. File: apps/auth-service/src/routes/phone-verification.test.ts  3. Kasus: ""Refuses once attempts are exhausted, without charging further""","Refuses once attempts are exhausted, without charging further",ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/phone-verification.test.ts,test-unit,Pass
TC-AS-105,Autentikasi & Sesi,POST /verify,"1. bun run test  2. File: apps/auth-service/src/routes/phone-verification.test.ts  3. Kasus: ""Rejects when no OTP is outstanding""",Rejects when no OTP is outstanding,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/phone-verification.test.ts,test-unit,Pass
TC-AS-106,Autentikasi & Sesi,POST /verify,"1. bun run test  2. File: apps/auth-service/src/routes/phone-verification.test.ts  3. Kasus: ""Verifies on the correct code""",Verifies on the correct code,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/phone-verification.test.ts,test-unit,Pass
TC-AS-107,Autentikasi & Sesi,POST /update-user protected fields,"1. bun run test  2. File: apps/auth-service/src/routes/update-user-guard.test.ts  3. Kasus: ""Refuses a phone change""",Refuses a phone change,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/update-user-guard.test.ts,test-unit,Pass
TC-AS-108,Autentikasi & Sesi,POST /update-user protected fields,"1. bun run test  2. File: apps/auth-service/src/routes/update-user-guard.test.ts  3. Kasus: ""Refuses a protected field smuggled beside an allowed one""",Refuses a protected field smuggled beside an allowed one,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/update-user-guard.test.ts,test-unit,Pass
TC-AS-109,Autentikasi & Sesi,POST /update-user protected fields,"1. bun run test  2. File: apps/auth-service/src/routes/update-user-guard.test.ts  3. Kasus: ""Refuses a self-promotion to admin""",Refuses a self-promotion to admin,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/update-user-guard.test.ts,test-unit,Pass
TC-AS-110,Autentikasi & Sesi,POST /update-user protected fields,"1. bun run test  2. File: apps/auth-service/src/routes/update-user-guard.test.ts  3. Kasus: ""Refuses any role change, not only admin""","Refuses any role change, not only admin",ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/update-user-guard.test.ts,test-unit,Pass
TC-AS-111,Autentikasi & Sesi,POST /update-user protected fields,"1. bun run test  2. File: apps/auth-service/src/routes/update-user-guard.test.ts  3. Kasus: ""Refuses phoneVerified and isVerified""",Refuses phoneVerified and isVerified,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/update-user-guard.test.ts,test-unit,Pass
TC-AS-112,Autentikasi & Sesi,POST /update-user protected fields,"1. bun run test  2. File: apps/auth-service/src/routes/update-user-guard.test.ts  3. Kasus: ""Rejects a malformed body instead of forwarding it""",Rejects a malformed body instead of forwarding it,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/update-user-guard.test.ts,test-unit,Pass
TC-AS-113,Autentikasi & Sesi,POST /update-user protected fields,"1. bun run test  2. File: apps/auth-service/src/routes/update-user-guard.test.ts  3. Kasus: ""Still allows an ordinary profile update""",Still allows an ordinary profile update,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/update-user-guard.test.ts,test-unit,Pass
TC-AS-114,Autentikasi & Sesi,Phone is optional at the schema level,"1. bun run test  2. File: apps/auth-service/src/routes/update-user-guard.test.ts  3. Kasus: ""Is not declared required to Better Auth""",Is not declared required to Better Auth,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/update-user-guard.test.ts,test-unit,Pass
TC-AS-115,Autentikasi & Sesi,Phone is optional at the schema level,"1. bun run test  2. File: apps/auth-service/src/routes/update-user-guard.test.ts  3. Kasus: ""Is nullable so OAuth sign-up can create a user""",Is nullable so OAuth sign-up can create a user,ATDD,Kontrak API,TypeScript,apps/auth-service/src/routes/update-user-guard.test.ts,test-unit,Pass
TC-AS-116,Autentikasi & Sesi,ATDD: Authentication Flow,"1. bun run test  2. File: apps/auth-service/src/tests/acceptance.test.ts  3. Kasus: ""As a registered user, I can sign in with email and password""","As a registered user, I can sign in with email and password",ATDD,Unit,TypeScript,apps/auth-service/src/tests/acceptance.test.ts,test-unit,Pass
TC-AS-117,Autentikasi & Sesi,ATDD: Authentication Flow,"1. bun run test  2. File: apps/auth-service/src/tests/acceptance.test.ts  3. Kasus: ""As a user, I cannot sign in with empty password""","As a user, I cannot sign in with empty password",ATDD,Unit,TypeScript,apps/auth-service/src/tests/acceptance.test.ts,test-unit,Pass
TC-AS-118,Autentikasi & Sesi,ATDD: Authentication Flow,"1. bun run test  2. File: apps/auth-service/src/tests/acceptance.test.ts  3. Kasus: ""As a user, I cannot sign in with invalid email format""","As a user, I cannot sign in with invalid email format",ATDD,Unit,TypeScript,apps/auth-service/src/tests/acceptance.test.ts,test-unit,Pass
TC-AS-119,Autentikasi & Sesi,ATDD: Phone Verification Flow,"1. bun run test  2. File: apps/auth-service/src/tests/acceptance.test.ts  3. Kasus: ""As a user, I can verify my phone with a 6-digit OTP""","As a user, I can verify my phone with a 6-digit OTP",ATDD,Unit,TypeScript,apps/auth-service/src/tests/acceptance.test.ts,test-unit,Pass
TC-AS-120,Autentikasi & Sesi,ATDD: Phone Verification Flow,"1. bun run test  2. File: apps/auth-service/src/tests/acceptance.test.ts  3. Kasus: ""As a user, a 5-digit OTP is rejected""","As a user, a 5-digit OTP is rejected",ATDD,Unit,TypeScript,apps/auth-service/src/tests/acceptance.test.ts,test-unit,Pass
