Test Case ID,Modul,Fitur / Skenario,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis,Level,Stack,File Sumber,Job CI,Status
TC-PE-023,Pembayaran & Escrow,Dispute refund,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/dispute-refund.test.ts  3. Eksekusi blok ""Dispute refund"" (7 verifikasi)",1) Halves it on a split; 2) Never exceeds what is still in escrow; 3) Refuses to refund against a negative balance; 4) Returns the whole held balance to the owner; 5) Rounds a split down; 6) Sends nothing back when the talent keeps the funds; 7) Sends nothing when the escrow is already empty,7,TDD,Unit,TypeScript,apps/project-service/src/lib/dispute-refund.test.ts,test-unit,Pass
TC-PE-024,Pembayaran & Escrow,Escrow refund,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/escrow-refund.test.ts  3. Eksekusi blok ""Escrow refund"" (4 verifikasi)","1) Does nothing when no escrow is held; 2) Refunds the remaining balance, not the original deposit; 3) Skips quietly when a balance exists but no deposit rows do; 4) Spreads the balance across deposits, capped per deposit",4,TDD,Unit,TypeScript,apps/project-service/src/lib/escrow-refund.test.ts,test-unit,Pass
TC-PE-025,Pembayaran & Escrow,Payment client,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/payment-client.test.ts  3. Eksekusi blok ""Payment client"" (5 verifikasi)",1) Forwards the fee so the release books a platform revenue leg; 2) Keys idempotency on the milestone so a retry or auto-release cannot double pay; 3) Posts to the payment release route with service auth; 4) Sends a zero fee rather than omitting it when the platform takes nothing; 5) Throws when the payment service rejects the release,5,TDD,Unit,TypeScript,apps/project-service/src/lib/payment-client.test.ts,test-unit,Pass
TC-PE-026,Pembayaran & Escrow,Invoice.repository,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/repositories/invoice.repository.test.ts  3. Eksekusi blok ""Invoice.repository"" (5 verifikasi)","1) Advances once per milestone invoiced, not once per copy written; 2) Counts distinct milestones rather than rows; 3) Opens a project at 0001; 4) Pads the sequence to four digits; 5) Reuses the number a sibling copy already holds",5,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/invoice.repository.test.ts,test-unit,Pass
TC-PE-027,Pembayaran & Escrow,Invoice audience access,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/invoice-audience-access.test.ts  3. Eksekusi blok ""Invoice audience access"" (5 verifikasi)","1) Derives the audience from the caller, never from the filename; 2) Gives each relationship its own copy; 3) Counts assignments the talent worked, not ones they declined; 4) Hands back the authenticated route, not the private object URL; 5) Separates having no invoices from having no standing",5,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/invoice-audience-access.test.ts,test-unit,Pass
TC-PE-028,Pembayaran & Escrow,Invoice audience rule,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/invoice-audience-rule.test.ts  3. Eksekusi blok ""Invoice audience rule"" (6 verifikasi)",1) Answers admin before either; 2) Answers owner before it considers any talent path; 3) Counts the same assignment statuses as live in both resolvers; 4) Falls back to the work package in both; 5) Reads the named assignee in both; 6) Refuses a caller who matches nothing,6,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/invoice-audience-rule.test.ts,test-unit,Pass
TC-PE-029,Pembayaran & Escrow,Dispute.service — Resolving a dispute / A dispute raised over one work package,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/dispute.service.test.ts  3. Eksekusi blok ""Resolving a dispute / A dispute raised over one work package"" (9 verifikasi)",1) Does nothing when there was never an escrow deposit; 2) Keys the refund to the dispute so a retry replays; 3) Leaves the dispute open when the refund fails; 4) Refunds only what is still in escrow; 5) Refunds the owner and then marks it resolved; 6) Skips the payment call entirely when nothing is left to refund; 7) Moves no money when the talent keeps the funds; 8) Scopes a project-level dispute to the unscoped deposits; 9) Scopes the deposit lookup to that package,9,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/dispute.service.test.ts,test-unit,Pass
TC-PE-030,Pembayaran & Escrow,Invoice.service,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/invoice.service.test.ts  3. Eksekusi blok ""Invoice.service"" (8 verifikasi)","1) Falls back to the milestone amount before escrow release; 2) Invoices the full gross to the talent when no fee applies; 3) Is idempotent: an existing invoice returns without renumbering; 4) Numbers every audience copy of a milestone alike; 5) Records the audience it rendered for; 6) Records the invoice it generated; 7) Refuses a milestone with no invoice data; 8) Splits the released gross into talent net plus fee, total equals gross",8,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/invoice.service.test.ts,test-unit,Pass
TC-PE-031,Pembayaran & Escrow,Payment settlement.service,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/payment-settlement.service.test.ts  3. Eksekusi blok ""Payment settlement.service"" (10 verifikasi)",1) Does nothing the second time the same BRD payment arrives; 2) Marks an unpaid BRD as paid; 3) Refuses a payment for a document that does not exist; 4) Settles the transaction and moves the project to matching; 5) Still reports success when the project cannot transition; 6) Does not mint a second credit when the notification is retried; 7) Ignores a revision order aimed at another project; 8) Mints one credit against the transaction that paid for it; 9) Reports the prefix rather than acting on a guess; 10) Treats a revision order with an unreadable uuid as unrecognised,10,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/payment-settlement.service.test.ts,test-unit,Pass
TC-PE-032,Pembayaran & Escrow,InvoiceTemplate,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/templates/InvoiceTemplate.test.ts  3. Eksekusi blok ""InvoiceTemplate"" (11 verifikasi)",1) Breaks the fee out on the admin copy alone; 2) Names both parties on the admin copy; 3) Names both parties on the owner copy; 4) Names both parties on the talent copy; 5) Renders the admin copy as a valid PDF; 6) Renders the owner copy as a valid PDF; 7) Renders the talent copy as a valid PDF; 8) Shows the owner the gross it funded and never the talent net; 9) Shows the talent its payout and never the gross; 10) Truncates a long milestone description instead of overflowing the page; 11) Has no .ts file shadowed by a .tsx sibling,11,TDD,Unit,TypeScript,apps/project-service/src/templates/InvoiceTemplate.test.ts,test-unit,Pass
TC-PE-033,Pembayaran & Escrow,Midtrans,"1. Jalankan `bun run test`  2. Buka apps/web/src/lib/midtrans.test.ts  3. Eksekusi blok ""Midtrans"" (7 verifikasi)","1) Does not hardcode a snap host; 2) Accepts 0 as off, matching the Go config; 3) Accepts the flag in any case; 4) Points the two hosts at different origins; 5) Uses production when the sandbox flag is off; 6) Uses sandbox for any other value; 7) Uses sandbox when the flag is unset",7,TDD,Unit,TypeScript,apps/web/src/lib/midtrans.test.ts,test-unit,Pass
TC-PE-034,Pembayaran & Escrow,Payments pov,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/payments-pov.test.ts  3. Eksekusi blok ""Payments pov"" (2 verifikasi)",1) Handles a failed history fetch instead of showing an empty list; 2) Shows earnings to a talent,2,ATDD,Kontrak API,TypeScript,apps/web/src/routes/payments-pov.test.ts,test-unit,Pass
TC-PT-001,Pencocokan Talenta,Matching live counts,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/repositories/matching-live-counts.test.ts  3. Eksekusi blok ""Matching live counts"" (7 verifikasi)",1) Gives an idle talent the top score; 2) Lowers the score as the penalty grows; 3) Never returns above one or below zero; 4) Ranks a busy talent far below an idle one; 5) Weighs an active project above a completed one; 6) Counts assignments rather than reading the stored columns; 7) Still reads rating and penalty from the profile,7,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/matching-live-counts.test.ts,test-unit,Pass
TC-PT-002,Pencocokan Talenta,Talent anonymity allowlist,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/talent-anonymity-allowlist.test.ts  3. Eksekusi blok ""Talent anonymity allowlist"" (6 verifikasi)",1) Never serves the internal tier; 2) Reads the allowlist rather than picking columns; 3) Serves no CV or rate from the talent routes; 4) Serves no contact link from the talent routes; 5) Withholds the CV file and the rate expectation; 6) Withholds the contact links,6,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-anonymity-allowlist.test.ts,test-unit,Pass
TC-PT-003,Pencocokan Talenta,Talent profile exposure — Columns another signed-in user may read,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Eksekusi blok ""Columns another signed-in user may read"" (11 verifikasi)","1) Withholds pemerataanPenalty; 2) Does not leave the rate expectation on show; 3) Still shows bio, which is what a client judges on; 4) Still shows domainExpertise, which is what a client judges on; 5) Still shows educationUniversity, which is what a client judges on; 6) Still shows yearsOfExperience, which is what a client judges on; 7) Withholds averageRating; 8) Withholds cvFileUrl; 9) Withholds cvParsedData; 10) Withholds the contact links until there is a deal; 11) Withholds tier",11,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT-004,Pencocokan Talenta,Matching.service — BuildEmbeddingScoreFn / ComputePemerataanScore,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/matching.service.test.ts  3. Eksekusi blok ""BuildEmbeddingScoreFn / ComputePemerataanScore"" (10 verifikasi)",1) Built fn computes cosine between known keys; 2) Built fn is case-insensitive; 3) Built fn returns 0 for unknown key; 4) Returns a function when map has entries; 5) Returns undefined for empty map; 6) Active projects reduce score; 7) Completed projects reduce score slightly; 8) Heavy load yields low score; 9) New talent gets max score; 10) Penalty reduces score further,10,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/matching.service.test.ts,test-unit,Pass
TC-PT-005,Pencocokan Talenta,Matching.service — ComputeRatingScore / ComputeSkillMatch (fuzzy),"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/matching.service.test.ts  3. Eksekusi blok ""ComputeRatingScore / ComputeSkillMatch (fuzzy)"" (12 verifikasi)",1) Null rating defaults to 0.7; 2) Rating 1 yields 0; 3) Rating 3 yields 0.5; 4) Rating 5 yields 1.0; 5) Embedding default returns 0 (no fallback); 6) Partial match across multiple required skills; 7) Returns 0 for completely different skills (no embedding); 8) Returns 0.5 for empty requirements; 9) Returns 1 for exact match (case insensitive); 10) Returns fuzzy score for ReactJS variant; 11) Returns fuzzy score for similar skills (React.js ~ React); 12) Uses embedding score when JW fails,12,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/matching.service.test.ts,test-unit,Pass
TC-PT-006,Pencocokan Talenta,Matching.service — ComputeTrackRecord / CosineSimilarity,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/matching.service.test.ts  3. Eksekusi blok ""ComputeTrackRecord / CosineSimilarity"" (11 verifikasi)",1) Defaults missing rates to 0.8; 2) New talent defaults to 0.6; 3) Poor on-time rate lowers score; 4) Uses provided on-time and satisfaction rates; 5) Identical vectors yield 1; 6) Opposite vectors yield -1; 7) Orthogonal vectors yield 0; 8) Returns 0 for empty vectors; 9) Returns 0 for mismatched lengths; 10) Returns 0 for zero vector; 11) Similar vectors yield high score,11,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/matching.service.test.ts,test-unit,Pass
TC-PT-007,Pencocokan Talenta,Matching.service — JaroWinkler,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/matching.service.test.ts  3. Eksekusi blok ""JaroWinkler"" (5 verifikasi)",1) Returns 0 for empty string; 2) Returns 1 for identical strings; 3) Returns high score for near-identical strings; 4) Returns low score for unrelated strings; 5) Rewards common prefix,5,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/matching.service.test.ts,test-unit,Pass
TC-PT-008,Pencocokan Talenta,Matching.service — MatchingService,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/matching.service.test.ts  3. Eksekusi blok ""MatchingService"" (16 verifikasi)",1) Applies epsilon-greedy exploration; 2) Auto-wires embedding fn from repo when none injected; 3) Does not boost a busy first-timer with an active project; 4) Fetches historical stats for eligible talents; 5) Fetches skills for eligible talents; 6) Injected embedding fn takes priority over auto-wire; 7) Matches skills with fuzzy similarity (React.js ~ React); 8) New talents get pemerataan bonus; 9) Passes excludeTalentIds to repository; 10) Respects limit parameter; 11) Returns empty when no talents found; 12) Scores talents by skill match; 13) Skips auto-wire when embedding map is empty; 14) Skips auto-wire when repo has no getAllSkillEmbeddings method; 15) Uses embedding fallback when provided; 16) Uses real on-time and satisfaction rates from stats,16,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/matching.service.test.ts,test-unit,Pass
TC-PT-009,Pencocokan Talenta,Matching.service — RecommendForPackages (+1 blok lain),"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/matching.service.test.ts  3. Eksekusi blok ""RecommendForPackages (+1 blok lain)"" (6 verifikasi)",1) Reserves each package's top pick so a talent is not first choice twice; 2) Returns an empty list for no packages; 3) Scores each package against its own skills; 4) Leaves a single-package project doing exactly one read; 5) Queries once regardless of how many packages there are; 6) Still reserves each package top pick for that package alone,6,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/matching.service.test.ts,test-unit,Pass
TC-PT-010,Pencocokan Talenta,Acceptance — ATDD: Matching Flow,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/tests/acceptance.test.ts  3. Eksekusi blok ""ATDD: Matching Flow"" (4 verifikasi)","1) Matching weights sum to 1.0 for balanced scoring; 2) New talents get exploration boost in matching; 3) As a talent, my skills are matched against project requirements; 4) Exploration rate allocates 30% of slots for underrepresented talents",4,ATDD,Unit,TypeScript,apps/project-service/src/tests/acceptance.test.ts,test-unit,Pass
TC-PT-011,Pencocokan Talenta,Matching sla banner,"1. Jalankan `bun run test`  2. Buka apps/web/src/components/project/matching-sla-banner.test.ts  3. Eksekusi blok ""Matching sla banner"" (12 verifikasi)","1) En carries no dead keys; 2) En counts down with a plural form; 3) En defines every sla key; 4) Id carries no dead keys; 5) Id counts down with a plural form; 6) Id defines every sla key; 7) Dates the clock from the status log, not the project row; 8) Renders only while matching is running; 9) Separates the breached case from the countdown; 10) Skips the request outside matching; 11) Matching page renders it; 12) Project detail renders it",12,TDD,Unit UI,TypeScript,apps/web/src/components/project/matching-sla-banner.test.ts,test-unit,Pass
TC-PT-012,Pencocokan Talenta,Preferences and experience,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/preferences-and-experience.test.ts  3. Eksekusi blok ""Preferences and experience"" (6 verifikasi)",1) Matching renders per-position requiredSkills; 2) Authenticated browse reads preferences.requiredSkills; 3) Public browse reads preferences.requiredSkills; 4) Public detail reads preferences.requiredSkills; 5) Does not strip non-digits off the bucket; 6) Maps each bucket explicitly,6,ATDD,Kontrak API,TypeScript,apps/web/src/routes/preferences-and-experience.test.ts,test-unit,Pass
TC-PT-013,Pencocokan Talenta,Constants — MATCHING_WEIGHTS (+5 blok lain),"1. Jalankan `bun run test`  2. Buka packages/shared/src/constants.test.ts  3. Eksekusi blok ""MATCHING_WEIGHTS (+5 blok lain)"" (10 verifikasi)",1) Pemerataan has highest weight; 2) Skill match is 0.3; 3) Rating has lowest weight; 4) Sums to 1.0; 5) Track record is 0.2; 6) Is 30%; 7) Are ordered correctly; 8) Timeline has highest weight; 9) Has benefit of the doubt values; 10) Minor is less than moderate,10,TDD,Unit,TypeScript,packages/shared/src/constants.test.ts,test-unit,Pass
TC-PT-014,Pencocokan Talenta,Matching sla — IsMatchingSlaStatus (+3 blok lain),"1. Jalankan `bun run test`  2. Buka packages/shared/src/matching-sla.test.ts  3. Eksekusi blok ""IsMatchingSlaStatus (+3 blok lain)"" (12 verifikasi)",1) Accepts the two matching states; 2) Rejects every other status; 3) Breaches exactly on the deadline; 4) Counts down to the deadline while inside the window; 5) Reports a breach once the deadline passes; 6) Returns null for an unparseable start; 7) Uses the 14 day window for a team; 8) Resolves the window from the newest matching entry; 9) Returns null when the project never reached matching; 10) Gives a single talent 72 hours; 11) Gives a team 14 days; 12) Treats a missing or zero team size as single talent,12,TDD,Unit,TypeScript,packages/shared/src/matching-sla.test.ts,test-unit,Pass
TC-PT-015,Pencocokan Talenta,Matching sla — MatchingStartedAt,"1. Jalankan `bun run test`  2. Buka packages/shared/src/matching-sla.test.ts  3. Eksekusi blok ""MatchingStartedAt"" (6 verifikasi)","1) Accepts Date values; 2) Counts team_forming as a start; 3) Ignores unparseable timestamps rather than ranking them; 4) Picks the most recent entry into matching, not the first; 5) Returns null for an empty log; 6) Returns null when matching never started",6,TDD,Unit,TypeScript,packages/shared/src/matching-sla.test.ts,test-unit,Pass
TC-PT2-001,Profil Talenta,Admin service — TestGetTalentDetail NotTalent.go (+10 blok lain),"1. Jalankan `make test-go`  2. Buka apps/admin-service  3. Eksekusi blok ""TestGetTalentDetail NotTalent.go (+10 blok lain)"" (11 verifikasi)",1) Get Talent Detail — Not Talent; 2) Get Talent Detail — Store Error; 3) Get Talent Detail — Success; 4) Get Talent Detail — User Not Found; 5) Get Dispute — Not Found; 6) Get Dispute — Store Error; 7) Get Dispute — Success; 8) List Disputes — Pagination Clamping; 9) List Disputes — Status Filter; 10) List Disputes — Store Error; 11) List Disputes — Success,11,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PT2-002,Profil Talenta,Test bdd cv.py,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_bdd_cv.py  3. Eksekusi blok ""Test bdd cv.py"" (3 verifikasi)",1) Completeness with details; 2) Empty cv; 3) Parse text cv,3,TDD,Unit,Python,apps/ai-service/tests/test_bdd_cv.py,test-python,Pass
TC-PT2-003,Profil Talenta,Test cv download.py,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_cv_download.py  3. Eksekusi blok ""Test cv download.py"" (7 verifikasi)",1) A hung storage does not hold the request; 2) A missing cv is asked for once; 3) A server blip is tried again; 4) A transport failure is tried again then reported; 5) It does not wait after the last attempt; 6) One client serves every attempt; 7) The budget matches the documented upload target,7,TDD,Unit,Python,apps/ai-service/tests/test_cv_download.py,test-python,Pass
TC-PT2-004,Profil Talenta,Test cv parser.py — TestAhoCorasick / TestAhoCorasickSelfLoop / TestBuildSkillMatcher,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_cv_parser.py  3. Eksekusi blok ""TestAhoCorasick / TestAhoCorasickSelfLoop / TestBuildSkillMatcher"" (12 verifikasi)",1) Case insensitive; 2) Empty search; 3) Multiple patterns; 4) No match; 5) Overlapping patterns; 6) Pattern at boundaries; 7) Single pattern; 8) Pattern creating self loop; 9) Finds aliases; 10) Finds canonical skills; 11) Finds golang alias; 12) Returns aho corasick,12,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-005,Profil Talenta,Test cv parser.py — TestExtractEmails / TestExtractNameHeuristic,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_cv_parser.py  3. Eksekusi blok ""TestExtractEmails / TestExtractNameHeuristic"" (12 verifikasi)",1) Email with dots; 2) Email with plus; 3) Multiple emails; 4) No email; 5) Single email; 6) Empty text; 7) Name from first line; 8) Skips email line; 9) Skips numeric line; 10) Skips url line; 11) Skips very long line; 12) Skips very short line,12,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-006,Profil Talenta,Test cv parser.py — TestExtractSkillsFromText,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_cv_parser.py  3. Eksekusi blok ""TestExtractSkillsFromText"" (8 verifikasi)",1) Alias match; 2) Deduplication; 3) Empty text; 4) Exact match; 5) Fuzzy match levenshtein; 6) Multiple skill categories; 7) No skills found; 8) Returns sorted,8,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-007,Profil Talenta,Test cv parser.py — TestExtractText / TestExtractTextSuccessPaths,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_cv_parser.py  3. Eksekusi blok ""TestExtractText / TestExtractTextSuccessPaths"" (10 verifikasi)",1) Doc type treated as docx; 2) Docx invalid bytes fallback; 3) Empty bytes; 4) Pdf invalid bytes fallback; 5) Plain text fallback; 6) Pptx invalid bytes fallback; 7) Unknown type decodes as utf8; 8) Docx success path; 9) Pdf success path; 10) Pptx success path,10,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-008,Profil Talenta,Test cv parser.py — TestExtractUrls,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_cv_parser.py  3. Eksekusi blok ""TestExtractUrls"" (7 verifikasi)",1) Behance url; 2) Github url; 3) Gitlab url; 4) Linkedin url; 5) Multiple portfolio urls; 6) No urls; 7) Non portfolio url excluded,7,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-009,Profil Talenta,Test cv parser.py — TestLevenshteinDistance,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_cv_parser.py  3. Eksekusi blok ""TestLevenshteinDistance"" (9 verifikasi)",1) Case sensitive; 2) Completely different; 3) Empty strings; 4) Identical strings; 5) One empty; 6) Single deletion; 7) Single insertion; 8) Single substitution; 9) Symmetric,9,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-010,Profil Talenta,Test cv parser.py — TestSkillTaxonomy,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_cv_parser.py  3. Eksekusi blok ""TestSkillTaxonomy"" (4 verifikasi)",1) All alias targets exist in db; 2) No duplicate skills; 3) Skill aliases not empty; 4) Skill db not empty,4,TDD,Unit,Python,apps/ai-service/tests/test_cv_parser.py,test-python,Pass
TC-PT2-011,Profil Talenta,Test cv ssrf.py,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_cv_ssrf.py  3. Eksekusi blok ""Test cv ssrf.py"" (8 verifikasi)",1) Metadata url is rejected at the endpoint; 2) Absolute url on our storage is allowed; 3) Empty is refused; 4) Foreign absolute urls are refused; 5) Internal s3 endpoint is allowed; 6) Leading slash is tolerated; 7) Object key resolves to bucket; 8) Path traversal is refused,8,TDD,Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,test-python,Pass
TC-PT2-012,Profil Talenta,Test parse cv auth.py,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_parse_cv_auth.py  3. Eksekusi blok ""Test parse cv auth.py"" (5 verifikasi)",1) No write route is missing the dependency; 2) The router has routes to check; 3) Accepts the right secret; 4) Rejects a request with no header; 5) Rejects a wrong secret,5,TDD,Unit,Python,apps/ai-service/tests/test_parse_cv_auth.py,test-python,Pass
TC-PT2-013,Profil Talenta,Cv verification,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/cv-verification.test.ts  3. Eksekusi blok ""Cv verification"" (8 verifikasi)",1) Sits between an empty parse and a usable one; 2) Accepts a strong regex fallback; 3) Leaves a weak parse unverified; 4) Leaves an empty parse unverified; 5) Never verifies on an out-of-range score; 6) Treats a missing score as unverified; 7) Verifies a confident parse; 8) Verifies at the threshold,8,TDD,Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,test-unit,Pass
TC-PT2-014,Profil Talenta,Talent skills atomicity,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/repositories/talent-skills-atomicity.test.ts  3. Eksekusi blok ""Talent skills atomicity"" (5 verifikasi)",1) Inserts the skills in one statement; 2) Leaves the skills alone when none were supplied; 3) Never resets verification on an edit; 4) Resolves the taxonomy before opening the write; 5) Writes the profile and its skills together,5,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/talent-skills-atomicity.test.ts,test-unit,Pass
TC-PT2-015,Profil Talenta,Talent profile exposure — GET /user/:userId,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/talent-profile-exposure.test.ts  3. Eksekusi blok ""GET /user/:userId"" (2 verifikasi)",1) Gates the full row on the caller being that user; 2) Projects for anyone who is not the profile owner,2,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,test-unit,Pass
TC-PT2-016,Profil Talenta,Talent ratings self,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/talent-ratings-self.test.ts  3. Eksekusi blok ""Talent ratings self"" (2 verifikasi)","1) Derives the talent from the session, not a query param; 2) Does not read userId from the query",2,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talent-ratings-self.test.ts,test-unit,Pass
TC-PT2-017,Profil Talenta,Talents route order,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/talents-route-order.test.ts  3. Eksekusi blok ""Talents route order"" (2 verifikasi)",1) Is not shadowed by /talents/:id; 2) Is registered before the parameter route,2,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/talents-route-order.test.ts,test-unit,Pass
TC-PT2-018,Profil Talenta,Upload parse cv — A CV storage no longer holds / POST /parse-cv,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/upload-parse-cv.test.ts  3. Eksekusi blok ""A CV storage no longer holds / POST /parse-cv"" (12 verifikasi)","1) Creates no profile for a CV that was never stored; 2) Forgets the dead key so the re-parse button stops offering a retry; 3) Leaves an existing parse alone while clearing the key; 4) Reports a missing CV rather than an unavailable service; 5) Names the session user, not a caller-supplied id; 6) Parses a key the caller was given; 7) Rejects a key minted for a different user; 8) Rejects a request with no token; 9) Rejects a token from a different key; 10) Reports upstream failure instead of an empty parse; 11) Sends a presigned URL, not a bare key; 12) Sends the inter-service secret downstream",12,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-019,Profil Talenta,Upload parse cv — Parse result persistence / Profile edits do not revoke verification,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/upload-parse-cv.test.ts  3. Eksekusi blok ""Parse result persistence / Profile edits do not revoke verification"" (8 verifikasi)","1) Creates the profile when none exists yet; 2) Leaves a talent unverified when the parse recovered nothing; 3) Records the CV key when parsing fails, without a fake parse; 4) Stores the parsed data and the key on the profile; 5) Updates in place when the profile exists; 6) Verifies the talent on a confident parse; 7) Writes nothing when the token does not match; 8) Leaves verificationStatus alone on update",8,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,test-unit,Pass
TC-PT2-020,Profil Talenta,Talent nav,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/talent-nav.test.ts  3. Eksekusi blok ""Talent nav"" (2 verifikasi)","1) Links each active-project card to the project detail; 2) Sends the talent back to their own home, not the owner project list",2,ATDD,Kontrak API,TypeScript,apps/web/src/routes/talent-nav.test.ts,test-unit,Pass
TC-PT2-021,Profil Talenta,Enums — AssessmentStage (+11 blok lain),"1. Jalankan `bun run test`  2. Buka packages/shared/src/enums.test.ts  3. Eksekusi blok ""AssessmentStage (+11 blok lain)"" (11 verifikasi)",1) Has cv_parsing only; 2) Has 4 types; 3) Has 6 types; 4) Has 5 types; 5) Has member and moderator; 6) Has 2 types; 7) Has 3 types; 8) Has debit and credit; 9) Has id and en; 10) Has individual and integration; 11) Has 8 types,11,TDD,Unit,TypeScript,packages/shared/src/enums.test.ts,test-unit,Pass
TC-S-001,Sengketa,Project Lifecycle — Dispute can be resolved to continue,"1. Given a project in ""disputed"" status  2. When transitioned to ""in_progress""",the transition should succeed,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,test-unit,Pass
TC-S-002,Sengketa,Dispute.service — Moving a dispute along / Refusing to resolve,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/dispute.service.test.ts  3. Eksekusi blok ""Moving a dispute along / Refusing to resolve"" (7 verifikasi)",1) Lets an admin escalate; 2) Refuses a transition the state machine does not allow; 3) Refuses to let a party escalate their own dispute; 4) Refuses to move a resolved dispute; 5) Rejects a dispute that does not exist; 6) Refuses when the project behind the dispute is gone; 7) Rejects one that is already resolved,7,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/dispute.service.test.ts,test-unit,Pass
