ID,Modul,Nama Kasus Uji,Tujuan Pengujian,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis Pengujian,Level,Teknologi,File Sumber,Referensi Test,Job CI,Status
TC-CSA-007,Chat & Scoping AI,Project Lifecycle — Transition draft to scoping,Skenario siklus hidup proyek dari draft sampai selesai,"1. Given a project in ""draft"" status  2. When transitioned to ""scoping""",Proyek berjalan dari draft sampai selesai mengikuti urutan status yang sah.,1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,the transition should succeed,test-unit,Lulus
TC-CSA-008,Chat & Scoping AI,Scoping context,Penyusunan konteks dan skor kelengkapan scoping,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/scoping-context.test.ts. 3. Jalankan blok ""Scoping context"".","Skor kelengkapan naik sesuai isian form, dan konteks yang dikirim ke model memuat data proyek.",5,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/scoping-context.test.ts,1) Drops a key from missing as soon as the form answers it; 2) Names every gap a bare form leaves behind; 3) Reports no gaps once the form covers everything; 4) Scores the floor as the share of checks that passed; 5) Uses the vocabulary the AI scorer and the i18n labels share,test-unit,Lulus
TC-CSA-009,Chat & Scoping AI,State machine,Transisi status proyek yang sah dan yang ditolak,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/state-machine.test.ts. 3. Jalankan blok ""State machine"".","Transisi yang sah diterima dan yang tidak sah ditolak, termasuk status samping seperti dispute dan on hold.",48,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/state-machine.test.ts,1) Finds START_SCOPING for draft to scoping; 2) Draft can transition to scoping; 3) Brd_approved has 3 exits; 4) Brd_purchased has no transitions; 5) Prd_purchased has no transitions; 6) Brd_approved can generate PRD; 7) Brd_approved can purchase BRD; 8) Brd_generated goes to brd_approved; 9) Prd_approved can purchase PRD; 10) Scoping goes to brd_generated; 11) Maps events to status values; 12) Draft has no events leading to it; 13) In_progress has multiple events; 14) Maps statuses to events; 15) Covers all 18 project statuses; 16) Finds CANCEL for draft to cancelled; 17) Finds COMPLETE for review to completed; 18) Finds RESUME for on_hold to in_progress; 19) Returns null for invalid transition; 20) Cancelled has no transitions; 21) Completed has no transitions; 22) Draft has 2 exits; 23) In_progress has 5 exits; 24) On_hold has 3 exits; 25) Draft can be cancelled; 26) Draft cannot go to completed; 27) Draft cannot skip to in_progress; 28) In_progress can be partially active; 29) In_progress can be put on hold; 30) In_progress can go to review; 31) Matched goes to in_progress; 32) On_hold can be cancelled; 33) On_hold can resume to in_progress; 34) Partially_active can go to review; 35) Partially_active can restore to in_progress; 36) Review goes to completed; 37) Team_forming goes to matched; 38) Matching can go directly to matched; 39) Matching can go to team_forming; 40) Prd_approved can start matching; 41) Finds RESOLVE_DISPUTE_CONTINUE for disputed to in_progress; 42) Disputed has 3 exits; 43) Disputed can resolve to cancelled; 44) Disputed can resolve to completed; 45) Disputed can resolve to in_progress; 46) In_progress can be disputed; 47) On_hold can be disputed; 48) Review can be disputed,test-unit,Lulus
TC-CSA-010,Chat & Scoping AI,Storage,Pembentukan key dan presigned URL storage,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/storage.test.ts. 3. Jalankan blok ""Storage"".","Key storage terbentuk tanpa path traversal, dan presigned URL punya masa berlaku.",7,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/storage.test.ts,1) Does not strip a bucket name that only appears deeper in the path; 2) Ignores a leftover query string; 3) Keeps nested prefixes intact; 4) Passes a bare key through; 5) Recovers the key from the internal endpoint; 6) Recovers the key from the public URL; 7) Strips a leading slash,test-unit,Lulus
TC-CSA-011,Chat & Scoping AI,Subscription token — ParseChannel,Token langganan kanal realtime,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/subscription-token.test.ts. 3. Jalankan blok ""Subscription token — ParseChannel"".",Token kanal realtime hanya berlaku untuk kanal yang diizinkan.,6,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/subscription-token.test.ts,1) Reads chat:c-1; 2) Refuses an id containing the user separator; 3) Reads project:p-1; 4) Refuses a malformed channel; 5) Refuses a namespace it does not guard; 6) Reads milestone:p-1,test-unit,Lulus
TC-CSA-012,Chat & Scoping AI,Rate limit key,Kunci rate limit memakai header yang tidak bisa dipalsukan client,"1. Jalankan bun run test. 2. Buka apps/project-service/src/middleware/rate-limit-key.test.ts. 3. Jalankan blok ""Rate limit key"".","Rate limit memakai X-Real-IP yang dipasang proxy. Prefix X-Forwarded-For yang dikirim client tidak menghasilkan kuota baru, dan seluruh route AI masuk tier ketat.",8,TDD (unit),Unit,TypeScript,apps/project-service/src/middleware/rate-limit-key.test.ts,1) Covers chat/stream; 2) Covers brd/revision; 3) Covers generate-brd; 4) Covers generate-prd; 5) Covers prd/revision; 6) Never trusts the leftmost forwarded-for entry; 7) Prefers the header a client cannot forge; 8) Leaves owner-talent chat on the general tier,test-unit,Lulus
TC-CSA-013,Chat & Scoping AI,Chat atomicity,Percakapan dan pesertanya tersimpan dalam satu transaksi,"1. Jalankan bun run test. 2. Buka apps/project-service/src/repositories/chat-atomicity.test.ts. 3. Jalankan blok ""Chat atomicity"".","Percakapan dan seluruh pesertanya tersimpan dalam satu transaksi, dan peringatan bypass terbit bersama pesan yang memicunya.",7,TDD (unit),Integrasi database,TypeScript,apps/project-service/src/repositories/chat-atomicity.test.ts,1) Always makes the creator a participant; 2) Does not pretend the creator gets a different role; 3) Inserts the participants in one statement; 4) Writes the conversation and its participants together; 5) Raises no warning without a sender; 6) Stores the message and its events together; 7) Publishes the bypass warning inside the same transaction,test-unit,Lulus
TC-CSA-014,Chat & Scoping AI,Chat write access,Hanya peserta percakapan yang boleh mengirim pesan,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/chat-write-access.test.ts. 3. Jalankan blok ""Chat write access"".",Hanya peserta percakapan yang bisa mengirim pesan. Pengirim sistem hanya bisa lewat service auth.,5,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/chat-write-access.test.ts,"1) Checks the caller belongs to the project; 2) Checks the sender is a participant, as the read route does; 3) Does not swallow the session error; 4) Does not take the sender type from the body for a session caller; 5) Scans every user message for bypass attempts",test-unit,Lulus
TC-CSA-015,Chat & Scoping AI,Project.service — ProjectService > transitionStatus,"Layanan proyek: transisi status, update, dan daftar","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/project.service.test.ts. 3. Jalankan blok ""Project.service — ProjectService > transitionStatus"".","Transisi status divalidasi state machine, dan perubahan tercatat di project_status_logs.",9,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/project.service.test.ts,1) Allows draft -> scoping; 2) Allows scoping -> brd_generated; 3) Rejects transition from brd_purchased (final); 4) Allows draft -> cancelled; 5) Rejects invalid transitions (draft -> completed); 6) Rejects transition from cancelled state; 7) Rejects transition from completed state; 8) Throws PROJECT_NOT_FOUND for missing project; 9) Allows in_progress -> disputed,test-unit,Lulus
TC-CSA-016,Chat & Scoping AI,Project.service — ProjectService > updateProject / ProjectService > createProject,"Layanan proyek: transisi status, update, dan daftar","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/project.service.test.ts. 3. Jalankan blok ""Project.service — ProjectService > updateProject / ProjectService > createProject"".","Transisi status divalidasi state machine, dan perubahan tercatat di project_status_logs.",11,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/project.service.test.ts,1) Allows editing in scoping status; 2) Rejects budgetMax < budgetMin on update; 3) Rejects editing in completed status; 4) Rejects editing in in_progress status; 5) Throws PROJECT_NOT_FOUND when project missing on update; 6) Throws when repo.update returns undefined; 7) Updates project in draft status; 8) Allows a visibility-only change in any status; 9) Still rejects visibility bundled with scope edits past the gate; 10) Creates a project with valid input; 11) Rejects budgetMax < budgetMin,test-unit,Lulus
TC-CSA-017,Chat & Scoping AI,Acceptance — ATDD: Project Creation Flow (+2 blok lain),Kriteria penerimaan alur utama,"1. Jalankan bun run test. 2. Buka apps/project-service/src/tests/acceptance.test.ts. 3. Jalankan blok ""Acceptance — ATDD: Project Creation Flow (+2 blok lain)"".",Alur utama memenuhi kriteria penerimaan yang disepakati.,12,ATDD (kontrak API),Unit,TypeScript,apps/project-service/src/tests/acceptance.test.ts,"1) As an owner without specs, I go through AI scoping (project starts as draft); 2) As an owner with specs, I can attach a document URL to the project; 3) As an owner, I can create a project with title and category; 4) As an owner, budgetMax must be greater than budgetMin; 5) As an owner, project title must be at least 3 characters; 6) As an owner, the 3rd revision should be rejected (paid revision required); 7) As a talent, I can progress a milestone from pending to submitted; 8) As an owner, I can request up to 2 free revisions per milestone; 9) As a user, completed projects cannot be modified; 10) As an owner, I can cancel a project before it starts; 11) As an owner, my project follows the correct lifecycle path; 12) As an admin, disputed projects can be resolved to multiple states",test-unit,Lulus
TC-CSA-018,Chat & Scoping AI,Scoping chat cancel,Pindah proyek membatalkan pemuatan transkrip sebelumnya,"1. Jalankan bun run test. 2. Buka apps/web/src/hooks/scoping-chat-cancel.test.ts. 3. Jalankan blok ""Scoping chat cancel"".","Berpindah proyek membatalkan pemuatan transkrip lama, sehingga percakapan proyek sebelumnya tidak menimpa yang baru.",3,TDD (unit),Unit,TypeScript,apps/web/src/hooks/scoping-chat-cancel.test.ts,1) Aborts the in-flight load when the project changes; 2) Does not write state after it has been cancelled; 3) Passes the signal to every request in the chain,test-unit,Lulus
TC-CSA-019,Chat & Scoping AI,Scoping opening,Pesan pembuka chatbot scoping,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/_authenticated/projects/$projectId/scoping-opening.test.ts. 3. Jalankan blok ""Scoping opening"".","Chatbot membuka percakapan dengan pertanyaan, bukan layar kosong.",8,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/_authenticated/projects/$projectId/scoping-opening.test.ts,1) Carries the opening message itself in en; 2) Carries the opening message itself in id; 3) Interpolates the placeholders the component passes; 4) Keeps both locales at the same key set; 5) Labels and prompts every gap in en; 6) Labels and prompts every gap in id; 7) Renders the greeting instead of the hint it replaced; 8) States the gaps rather than leaving the owner to guess,test-unit,Lulus
TC-CSA-020,Chat & Scoping AI,Constants,Konstanta bersama,"1. Jalankan bun run test. 2. Buka packages/shared/src/constants.test.ts. 3. Jalankan blok ""Constants"".",Konstanta bersama bernilai sesuai yang dipakai service.,14,TDD (unit),Unit,TypeScript,packages/shared/src/constants.test.ts,1) RAG config is defined; 2) Talent placement fee range; 3) Rate limits are configured; 4) Matching SLA single talent is 72 hours; 5) Matching SLA team project is 14 days; 6) Talent inactivity reassign is 10 days; 7) Talent inactivity warning is 7 days; 8) Talent quality thresholds exist; 9) API version is v1; 10) Auto release is 14 days; 11) File limits are set; 12) Free revisions is 2; 13) Max team size is 8; 14) Pagination has defaults,test-unit,Lulus
TC-DBP-001,Dokumen BRD & PRD,Test ai routes.py — TestBuildFallbackPrd / TestBuildPrdMessages,"Endpoint AI untuk chat, BRD, PRD, dan parsing dokumen","1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_ai_routes.py. 3. Jalankan blok ""Test ai routes.py — TestBuildFallbackPrd / TestBuildPrdMessages"".","Endpoint chat, BRD, PRD, dan parsing menjawab sesuai kontrak, termasuk saat input kurang lengkap.",10,ATDD (kontrak API),Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,1) Uses brd estimates; 2) Default tech stack; 3) Returns complete structure; 4) Sprint count matches timeline; 5) Work packages have required fields; 6) Includes brd content; 7) Includes budget info; 8) Includes conversation history; 9) Includes system prompt; 10) Includes timeline,test-python,Lulus
TC-DBP-002,Dokumen BRD & PRD,Test ai routes.py — TestExtractJsonFromText,"Endpoint AI untuk chat, BRD, PRD, dan parsing dokumen","1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_ai_routes.py. 3. Jalankan blok ""Test ai routes.py — TestExtractJsonFromText"".","Endpoint chat, BRD, PRD, dan parsing menjawab sesuai kontrak, termasuk saat input kurang lengkap.",10,ATDD (kontrak API),Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,1) Complex brd json; 2) Empty string; 3) Invalid json; 4) Invalid json inside fence; 5) Json embedded in text; 6) Json in fence without lang; 7) Json in markdown fence; 8) Nested json; 9) No json; 10) Valid json,test-python,Lulus
TC-DBP-003,Dokumen BRD & PRD,Test ai routes.py — TestGenerateBrdEndpoint / TestGeneratePrdEndpoint,"Endpoint AI untuk chat, BRD, PRD, dan parsing dokumen","1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_ai_routes.py. 3. Jalankan blok ""Test ai routes.py — TestGenerateBrdEndpoint / TestGeneratePrdEndpoint"".","Endpoint chat, BRD, PRD, dan parsing menjawab sesuai kontrak, termasuk saat input kurang lengkap.",7,ATDD (kontrak API),Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,1) Brd refuses to template on error; 2) Successful brd generation; 3) Requires conversation history; 4) Requires project category; 5) Requires project id; 6) Prd refuses to template on error; 7) Successful prd generation,test-python,Lulus
